Date,Ratings,Review,Park
Jan 2019 ,5.0,Went out with family friends...the area is vast and would require a day (I mean 24 hours) or two to cover..Gutted as we couldn't explore as much as we were late arriving and they were announcing for closure in the mic.,Eco Tourism Park
Feb 2019 ,5.0,"It is located in the Newtown area, which is well connected with public transport. It is a nice place for friends or family outing. A huge area of land covered with greenery makes it the best picnic spot. You can hire a cycle and take a tour of the whole park. It is affordable and worth a visit. The parking condition is very good and prices are reasonable.",Eco Tourism Park
Feb 2019 ,5.0,This place is a tourist destination place. It is away from city. It is recommended by others that evening is the best time.,Eco Tourism Park
Dec 2018 ,4.0,"away from city chaos, eco park is one of the main tourists attraction in kolkata. evening is the best time to visit.",Eco Tourism Park
Feb 2019,4.0,Kolkata has many big parks and Eco park is the best of them I suppose. It is so big that one day falls short to see it all thoroughly. Thereâs a cafe in between the water inside the park. Itâs look beautiful in the evening. Mother wax museum is in front of this park and thatâs another great spot. Go with kids they will enjoy their time.,Eco Tourism Park
Dec 2018 ,5.0,"This is a nice big park where you can spend a day with family or friends. If you have little children, they are going to love this place. There is a big water-body around which the park is built on. There are many parts of the park which are built on different themes. You can visit the 7 wonders of the world in miniature forms.",Eco Tourism Park
Dec 2018 ,5.0,"Eco Park is located in the Rajarhat area of Kolkata. It is of the largest parks of Kolkata. Here couples and familys come the enjoy the beauty of the park. Here you will get to see 7 wonders of the world, Mother's Wax Museum etc.",Eco Tourism Park
Jan 2019 ,4.0,Eco park can be truly a natureâs delight in the growing city expansion in the Rajarhat area. Cheap entry ticket and you can enjoy strolling near a water body. Food at Yule Lounge is also nice. Different theme based gardens are also something to experience. The replica of wonders of the world are also worth visiting. Boating etc are not that cost effective.Preferable for Morning walk/runs,Eco Tourism Park
Aug 2018 ,5.0,"It matches the international standard.A good outing with kids, family & friends.So spaceous & full of interesting activities at affordable price.",Eco Tourism Park
Feb 2019 ,5.0,"This is a great place for outing for couples, families or even friends.So many activities like cycling, boating etc are available. very beautiful restaurant called ekante is here. Its even more beautiful after sunset. Lighting is awesome.",Eco Tourism Park
Jan 2019 ,1.0,Insider... some clicks of eco parks objects. Its very beautiful and mind blowing...Good place for every one specially for childrenThanks,Eco Tourism Park
Jan 2019 ,5.0,Literally it's a great place .... A comfortable family place and I'm in love with all the greenery and colors!,Eco Tourism Park
Jun 2018 ,5.0,You can visit once. There are boat rides. A clean clean place. There are figures and you can click pictures.,Eco Tourism Park
Jan 2019 ,4.0,worth spending a whole day with family and kids. many things to see. the lake is beautiful. only toilets need to be increased,Eco Tourism Park
May 2018 ,4.0,This is one of the newer attractions in the city. The stretch next to the water body is so soothing.. At times even chill even in hot weather.Flowers are planted and maintained throughout the park.Good outing place for family and for all.,Eco Tourism Park
Jan 2019 ,5.0,Had a wonderful afternoon exploring this place. An oasis of peace from the crazy city. Would recommend a visit if you have a few spare hours,Eco Tourism Park
Jan 2019 ,5.0,It is an wonderful Amusement Park in Kolkata. It is suitable for Family or a group of Persons to visit here. so many activities are there to do and to see all the day.,Eco Tourism Park
Dec 2018 ,4.0,"Eco park also known as Prakriti Tirtha located in new town opposite mothers wax museum. Also known as Indias biggest park so far. The park is surrounded by a waterbody on one side which also has an island in the middle of the waterbody. Along with the lush green grass it also has various places of interests built inside the park.. Food courts, restaurants, washrooms are also located for tourists..At the end of the day an ideal place to go to for a break from our daily monotonous life..",Eco Tourism Park
Oct 2018 ,5.0,"A relatively big park in New town. The metro is still getting built but once complete it will be pretty easy to get here.This is a reasonably large eco park that features a wide range of different styles and ideas. There are Japanese gardens, mini Eiffel tower, a large lake among others. There is nothing too spectacular but a good close place to bring the family or for couples to visit especially around sunset.",Eco Tourism Park
Jan 2019 ,5.0,"I heard a lot about this place but my experience was very boring. The area is huge with a water body, one must visit prepared to walk for miles after miles, food joints are there but expensive, rides are there but you have to wait long for your turn to come, not recommend.",Eco Tourism Park
Dec 2018 ,1.0,"This is an excellent place for outing or winter picnic, place for adults and children alike. Must visit.",Eco Tourism Park
Dec 2018 ,5.0,"That's acres and acres of land and a lake which has been converted into a park and made city look so beautiful .There are several restaurants in the complex, boating facility in the lake and from time to time fairs are held in the park premises.They have also constructed the replicas of the 7 wonders of the world like The Great Wall of China, The Taj Mahal, The Pyramids Of Giza, The Eiffel Tower and there is also a lift which takes you to the first level. It has rightfully become the much needed green lungs of the city. The only problem is since it's absolutely in the northern part of the city transportation is a little difficult. Buses are few and private vehicles tend to fleece the hapless people .But otherwise it's a beautiful place.",Eco Tourism Park
